zipcode;sido;gugun;dong
600-092;부산;중구;대청동2가
600-093;부산;중구;대청동3가
600-730;부산;중구;대청동4가
600-021;부산;중구;동광동1가
600-022;부산;중구;동광동2가
600-023;부산;중구;동광동3가
600-024;부산;중구;동광동4가
600-025;부산;중구;동광동5가
600-758;부산;중구;보수동1가
600-082;부산;중구;보수동2가
600-083;부산;중구;보수동3가
600-804;부산;중구;부평동1가
600-806;부산;중구;부평동2가
600-808;부산;중구;부평동3가
600-074;부산;중구;부평동4가
600-061;부산;중구;신창동1가
600-062;부산;중구;신창동2가
600-063;부산;중구;신창동3가
600-713;부산;중구;신창동4가
600-810;부산;중구;영주1동
600-750;부산;중구;영주2동
600-110;부산;중구;영주동
600-011;부산;중구;중앙동1가
600-012;부산;중구;중앙동2가
600-013;부산;중구;중앙동3가
600-725;부산;중구;중앙동4가
600-716;부산;중구;중앙동5가
600-700;부산;중구;중앙동6가
600-017;부산;중구;중앙동7가
600-051;부산;중구;창선동1가
600-818;부산;중구;창선동2가
612-803;부산;해운대구;반송1동
612-730;부산;해운대구;반송2동
612-743;부산;해운대구;반송3동
612-080;부산;해운대구;반송동
612-887;부산;해운대구;반여1동
612-739;부산;해운대구;반여2동
612-728;부산;해운대구;반여3동
612-798;부산;해운대구;반여4동
612-060;부산;해운대구;반여동
612-070;부산;해운대구;석대동
612-040;부산;해운대구;송정동
612-740;부산;해운대구;우1동
612-711;부산;해운대구;우2동
612-020;부산;해운대구;우동
612-893;부산;해운대구;재송1동
612-873;부산;해운대구;재송2동
612-050;부산;해운대구;재송동
612-752;부산;해운대구;좌1동
612-773;부산;해운대구;좌2동
612-750;부산;해운대구;좌3동
612-751;부산;해운대구;좌4동
612-030;부산;해운대구;좌동
612-886;부산;해운대구;중1동
612-883;부산;해운대구;중2동
612-010;부산;해운대구;중동
619-900;부산;기장군;기장읍
619-711;부산;기장군;장안읍
619-911;부산;기장군;일광면
619-742;부산;기장군;정관면
619-750;부산;기장군;철마면
705-753;대구;남구;대명1동
705-756;대구;남구;대명2동
705-701;대구;남구;대명3동
705-757;대구;남구;대명4동
705-705;대구;남구;대명5동
705-762;대구;남구;대명6동
705-707;대구;남구;대명9동
705-782;대구;남구;대명10동
705-768;대구;남구;대명11동
705-030;대구;남구;대명동
705-719;대구;남구;봉덕1동
705-787;대구;남구;봉덕2동
705-752;대구;남구;봉덕3동
705-020;대구;남구;봉덕동
705-772;대구;남구;이천동
704-900;대구;달서구;갈산동
704-961;대구;달서구;감삼동
704-751;대구;달서구;대곡동
704-859;대구;달서구;대천동
704-707;대구;달서구;도원동
704-731;대구;달서구;두류1.2동
704-734;대구;달서구;두류3동
704-060;대구;달서구;두류동
704-721;대구;달서구;본동
704-962;대구;달서구;본리동
704-754;대구;달서구;상인1동
704-757;대구;달서구;상인2동
704-775;대구;달서구;상인3동
704-370;대구;달서구;상인동
704-970;대구;달서구;성당동
704-763;대구;달서구;송현1동
704-764;대구;달서구;송현2동
704-340;대구;달서구;송현동
704-701;대구;달서구;신당동
704-717;대구;달서구;용산1동
704-743;대구;달서구;용산2동
704-130;대구;달서구;용산동
704-719;대구;달서구;월성1동
704-702;대구;달서구;월성2동
704-400;대구;달서구;월성동
704-832;대구;달서구;월암동
704-861;대구;달서구;유천동
704-706;대구;달서구;이곡1동
704-713;대구;달서구;이곡2동
704-140;대구;달서구;이곡동
704-190;대구;달서구;장동
704-727;대구;달서구;장기동
704-736;대구;달서구;죽전동
704-788;대구;달서구;진천동
704-742;대구;달서구;파호동
704-715;대구;달서구;호림동
704-741;대구;달서구;호산동
701-904;대구;동구;각산동
701-752;대구;동구;검사동
701-320;대구;동구;괴전동
701-330;대구;동구;금강동
701-470;대구;동구;내동
701-370;대구;동구;내곡동
701-530;대구;동구;능성동
701-350;대구;동구;대림동
701-510;대구;동구;덕곡동
701-713;대구;동구;도동
701-430;대구;동구;도학동
701-310;대구;동구;동내동
701-777;대구;동구;동호동
701-160;대구;동구;둔산동
701-280;대구;동구;매여동
701-410;대구;동구;미곡동
701-460;대구;동구;미대동
701-753;대구;동구;방촌동
701-400;대구;동구;백안동
701-720;대구;동구;봉무동
701-150;대구;동구;부동
701-721;대구;동구;불로동
701-360;대구;동구;사복동
701-270;대구;동구;상매동
701-240;대구;동구;서호동
701-520;대구;동구;송정동
701-340;대구;동구;숙천동
701-755;대구;동구;신기동
701-450;대구;동구;신무동
701-722;대구;동구;신서동
701-736;대구;동구;신암1동
701-760;대구;동구;신암2동
701-764;대구;동구;신암3동
701-742;대구;동구;신암4동
701-701;대구;동구;신암5동
701-010;대구;동구;신암동
701-490;대구;동구;신용동
701-769;대구;동구;신천1.2동
701-726;대구;동구;신천3동
701-714;대구;동구;신천4동
701-020;대구;동구;신천동
701-140;대구;동구;신평동
701-773;대구;동구;용계동
701-440;대구;동구;용수동
701-260;대구;동구;율암동
701-793;대구;동구;율하동
701-700;대구;동구;입석동
701-500;대구;동구;중대동
701-739;대구;동구;지묘동
701-774;대구;동구;지저동
701-420;대구;동구;진인동
701-190;대구;동구;평광동
701-783;대구;동구;효목1동
701-735;대구;동구;효목2동
701-030;대구;동구;효목동
702-751;대구;북구;검단동
702-071;대구;북구;고성동1가
702-753;대구;북구;고성동2가
702-704;대구;북구;고성동3가
702-707;대구;북구;관음동
702-756;대구;북구;구암동
702-727;대구;북구;국우동
702-300;대구;북구;금호동
702-090;대구;북구;노곡동
702-809;대구;북구;노원동1가
702-811;대구;북구;노원동2가
702-813;대구;북구;노원동3가
702-747;대구;북구;대현동
702-230;대구;북구;도남동
702-734;대구;북구;동변동
702-736;대구;북구;동천동
702-708;대구;북구;동호동
702-964;대구;북구;매천동
702-831;대구;북구;복현1동
702-763;대구;북구;복현2동
702-020;대구;북구;복현동
702-310;대구;북구;사수동
702-767;대구;북구;산격1동
702-768;대구;북구;산격2동
702-701;대구;북구;산격3동
702-702;대구;북구;산격4동
702-010;대구;북구;산격동
702-743;대구;북구;서변동
702-130;대구;북구;연경동
702-789;대구;북구;읍내동
702-100;대구;북구;조야동
702-061;대구;북구;칠성동1가
702-746;대구;북구;칠성동2가
